id,anio,tipo_actor,inseguro,victima,vio_ffaa,vio_policia,vio_cacmq,cc_peleas,cc_situacion_calle,cc_alcohol,cc_drogas,cc_danio_propiedad,cc_fauna_urbana,cc_basura,cc_ruido,cc_aglomeracion,ferias,hombre
CHQ25_1093,2025,flotante,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
CHQ25_1094,2025,flotante,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
CHQ25_1095,2025,flotante,0,0,1,1,1,1,,0,0,1,1,1,1,1,1,0
CHQ25_1096,2025,flotante,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
CHQ25_1097,2025,flotante,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1098,2025,flotante,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
CHQ25_1099,2025,flotante,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
CHQ25_1100,2025,flotante,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
CHQ25_1101,2025,flotante,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
CHQ25_1102,2025,flotante,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0
CHQ25_1103,2025,flotante,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
CHQ25_1104,2025,flotante,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1
CHQ25_1105,2025,flotante,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1
CHQ25_1106,2025,flotante,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
CHQ25_1107,2025,flotante,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
CHQ25_1108,2025,flotante,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0
CHQ25_1109,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
CHQ25_1110,2025,flotante,0,0,1,1,1,1,1,1,,0,1,1,1,1,1,0
CHQ25_1111,2025,flotante,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
CHQ25_1112,2025,flotante,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
CHQ25_1113,2025,flotante,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
CHQ25_1114,2025,flotante,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
CHQ25_1115,2025,flotante,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
CHQ25_1116,2025,flotante,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
CHQ25_1117,2025,flotante,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1
CHQ25_1118,2025,flotante,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
CHQ25_1119,2025,flotante,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
CHQ25_1120,2025,flotante,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0
CHQ25_1121,2025,flotante,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
CHQ25_1122,2025,flotante,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1
CHQ25_1123,2025,flotante,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1
CHQ25_1124,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
CHQ25_1125,2025,flotante,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1126,2025,flotante,1,1,0,0,1,0,1,,,0,1,0,1,1,0,0
CHQ25_1127,2025,flotante,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
CHQ25_1128,2025,flotante,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1
CHQ25_1129,2025,flotante,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1130,2025,flotante,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1131,2025,flotante,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
CHQ25_1132,2025,flotante,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
CHQ25_1133,2025,flotante,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
CHQ25_1134,2025,flotante,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
CHQ25_1135,2025,flotante,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0
CHQ25_1136,2025,flotante,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1
CHQ25_1137,2025,flotante,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
CHQ25_1138,2025,flotante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1139,2025,flotante,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1
CHQ25_1140,2025,flotante,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
CHQ25_1141,2025,flotante,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
CHQ25_1142,2025,flotante,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
CHQ25_1143,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
CHQ25_1144,2025,flotante,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1
CHQ25_1145,2025,flotante,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
CHQ25_1146,2025,flotante,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
CHQ25_1147,2025,flotante,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
CHQ25_1148,2025,flotante,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1
CHQ25_1149,2025,flotante,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1150,2025,flotante,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1151,2025,flotante,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1152,2025,flotante,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1153,2025,flotante,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1154,2025,flotante,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1155,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
CHQ25_1156,2025,flotante,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0
CHQ25_1157,2025,flotante,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0
CHQ25_1158,2025,flotante,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
CHQ25_1159,2025,flotante,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
CHQ25_1160,2025,flotante,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
CHQ25_1161,2025,flotante,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
CHQ25_1162,2025,flotante,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
CHQ25_1163,2025,flotante,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0
CHQ25_1164,2025,flotante,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1165,2025,flotante,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1
CHQ25_1166,2025,flotante,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1167,2025,flotante,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1
CHQ25_1168,2025,flotante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHQ25_1169,2025,flotante,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
CHQ25_1170,2025,flotante,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
CHQ25_1171,2025,flotante,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1
CHQ25_1172,2025,flotante,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
CHQ25_1173,2025,flotante,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
CHQ25_1174,2025,flotante,1,1,0,0,1,1,1,1,,0,0,1,0,1,1,1
CHQ25_1175,2025,flotante,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
CHQ25_1176,2025,flotante,1,1,0,0,0,1,1,1,,1,0,1,,1,1,0
CHQ25_1177,2025,flotante,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
CHQ25_1178,2025,flotante,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
CHQ25_1179,2025,flotante,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
CHQ25_1180,2025,flotante,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
CHQ25_1181,2025,flotante,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0
CHQ25_1182,2025,flotante,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
CHQ25_1183,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1184,2025,flotante,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CHQ25_1185,2025,flotante,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
CHQ25_1186,2025,flotante,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0
CHQ25_1187,2025,flotante,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
CHQ25_1188,2025,flotante,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
CHQ25_1189,2025,flotante,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1190,2025,flotante,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
CHQ25_1191,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1192,2025,flotante,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
CHQ25_1193,2025,flotante,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1
CHQ25_1194,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1195,2025,flotante,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
CHQ25_1196,2025,flotante,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0
CHQ25_1197,2025,flotante,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
CHQ25_1198,2025,flotante,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
CHQ25_1199,2025,flotante,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1
CHQ25_1200,2025,flotante,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
CHQ25_1201,2025,flotante,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1202,2025,flotante,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0
CHQ25_1203,2025,flotante,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1204,2025,flotante,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
CHQ25_1205,2025,flotante,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
CHQ25_1206,2025,flotante,0,0,0,1,1,1,1,1,1,,0,1,0,1,0,1
CHQ25_1207,2025,flotante,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1208,2025,flotante,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
CHQ25_1209,2025,flotante,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1
CHQ25_1210,2025,flotante,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
CHQ25_1211,2025,locales,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
CHQ25_1212,2025,locales,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
CHQ25_1213,2025,locales,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0
CHQ25_1214,2025,locales,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0
CHQ25_1215,2025,locales,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1
CHQ25_1216,2025,locales,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1
CHQ25_1217,2025,locales,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
CHQ25_1218,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
CHQ25_1219,2025,locales,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
CHQ25_1220,2025,locales,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0
CHQ25_1221,2025,locales,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
CHQ25_1222,2025,locales,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0
CHQ25_1223,2025,locales,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0
CHQ25_1224,2025,locales,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
CHQ25_1225,2025,locales,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
CHQ25_1226,2025,locales,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1
CHQ25_1227,2025,locales,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
CHQ25_1228,2025,locales,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHQ25_1229,2025,locales,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
CHQ25_1230,2025,locales,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
CHQ25_1231,2025,locales,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
CHQ25_1232,2025,locales,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
CHQ25_1233,2025,locales,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
CHQ25_1234,2025,locales,1,1,0,0,0,0,0,,1,0,0,0,,0,1,0
CHQ25_1235,2025,locales,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
CHQ25_1236,2025,locales,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
CHQ25_1237,2025,locales,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1
CHQ25_1238,2025,locales,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
CHQ25_1239,2025,locales,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
CHQ25_1240,2025,locales,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
CHQ25_1241,2025,locales,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
CHQ25_1242,2025,locales,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
CHQ25_1243,2025,locales,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
CHQ25_1244,2025,locales,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
CHQ25_1245,2025,locales,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
CHQ25_1246,2025,locales,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
CHQ25_1247,2025,locales,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
CHQ25_1248,2025,locales,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CHQ25_1249,2025,locales,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1
CHQ25_1250,2025,locales,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
CHQ25_1251,2025,locales,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
CHQ25_1252,2025,locales,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
CHQ25_1253,2025,locales,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
CHQ25_1254,2025,locales,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CHQ25_1255,2025,locales,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
CHQ25_1256,2025,locales,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0
CHQ25_1257,2025,locales,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
CHQ25_1258,2025,locales,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
CHQ25_1259,2025,locales,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
CHQ25_1260,2025,locales,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
CHQ25_1261,2025,locales,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
CHQ25_1262,2025,locales,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0
CHQ25_1263,2025,locales,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
CHQ25_1264,2025,locales,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
CHQ25_1265,2025,locales,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
CHQ25_1266,2025,locales,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
CHQ25_1267,2025,locales,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
CHQ25_1268,2025,locales,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0
CHQ25_1269,2025,locales,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
CHQ25_1270,2025,locales,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1
CHQ25_1271,2025,locales,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1
CHQ25_1272,2025,locales,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
CHQ25_1273,2025,locales,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
CHQ25_1274,2025,locales,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1275,2025,locales,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
CHQ25_1276,2025,locales,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1277,2025,locales,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0
CHQ25_1278,2025,locales,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1279,2025,locales,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
CHQ25_1280,2025,locales,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
CHQ25_1281,2025,locales,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0
CHQ25_1282,2025,locales,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
CHQ25_1283,2025,locales,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
CHQ25_1284,2025,locales,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
CHQ25_1285,2025,locales,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
CHQ25_1286,2025,locales,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0
CHQ25_1287,2025,locales,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
CHQ25_1288,2025,locales,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
CHQ25_1289,2025,locales,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
CHQ25_1290,2025,locales,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1
CHQ25_1291,2025,locales,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1292,2025,locales,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
CHQ25_1293,2025,locales,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0
CHQ25_1294,2025,locales,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
CHQ25_1295,2025,locales,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
CHQ25_1296,2025,locales,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
CHQ25_1297,2025,locales,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
CHQ25_1298,2025,locales,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
CHQ25_1299,2025,locales,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0
CHQ25_1300,2025,locales,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0
CHQ25_1301,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1302,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1303,2025,locales,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
CHQ25_1304,2025,locales,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1305,2025,locales,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1306,2025,locales,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
CHQ25_1307,2025,locales,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0
CHQ25_1308,2025,locales,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1
CHQ25_1309,2025,locales,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1
CHQ25_1310,2025,locales,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
CHQ25_1311,2025,locales,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
CHQ25_1312,2025,locales,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1313,2025,locales,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1
CHQ25_1314,2025,locales,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1
CHQ25_1315,2025,locales,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
CHQ25_1316,2025,locales,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
CHQ25_1317,2025,locales,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
CHQ25_1318,2025,locales,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
CHQ25_1319,2025,locales,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
CHQ25_1320,2025,locales,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
CHQ25_1321,2025,locales,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
CHQ25_1322,2025,locales,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0
CHQ25_1323,2025,locales,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
CHQ25_1324,2025,locales,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
CHQ25_1325,2025,locales,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
CHQ25_1326,2025,locales,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
CHQ25_1327,2025,locales,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
CHQ25_1328,2025,locales,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1
CHQ25_1329,2025,locales,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CHQ25_1330,2025,locales,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
CHQ25_1331,2025,locales,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
CHQ25_1332,2025,locales,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHQ25_1333,2025,locales,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
CHQ25_1334,2025,locales,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1
CHQ25_1335,2025,locales,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0
CHQ25_1336,2025,locales,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
CHQ25_1337,2025,locales,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1
CHQ25_1338,2025,locales,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
CHQ25_1339,2025,locales,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
CHQ25_1340,2025,locales,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1341,2025,locales,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
CHQ25_1342,2025,locales,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0
CHQ25_1343,2025,locales,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
CHQ25_1344,2025,locales,1,1,0,1,1,1,1,0,,0,1,1,1,1,1,0
CHQ25_1345,2025,locales,0,1,1,1,1,1,1,,1,0,1,1,1,1,1,1
CHQ25_1346,2025,locales,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1
CHQ25_1347,2025,locales,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
CHQ25_1348,2025,locales,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1349,2025,locales,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
CHQ25_1350,2025,locales,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
CHQ25_1351,2025,locales,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
CHQ25_1352,2025,locales,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0
CHQ25_1353,2025,locales,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
CHQ25_1354,2025,locales,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0
CHQ25_1355,2025,locales,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
CHQ25_1356,2025,locales,1,1,1,1,1,1,1,1,,0,0,1,0,1,0,0
CHQ25_1357,2025,locales,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
CHQ25_1358,2025,locales,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0
CHQ25_1359,2025,locales,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
CHQ25_1360,2025,locales,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1
CHQ25_1361,2025,locales,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1362,2025,locales,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
CHQ25_1363,2025,locales,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
CHQ25_1364,2025,locales,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
CHQ25_1365,2025,locales,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
CHQ25_1366,2025,locales,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
CHQ25_1367,2025,locales,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
CHQ25_1368,2025,locales,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
CHQ25_1369,2025,locales,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0
CHQ25_1370,2025,locales,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0
CHQ25_1371,2025,locales,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1
CHQ25_1372,2025,locales,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0
CHQ25_1373,2025,locales,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0
CHQ25_1374,2025,locales,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0
CHQ25_1375,2025,locales,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
CHQ25_1376,2025,locales,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
CHQ25_1377,2025,locales,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0
CHQ25_1378,2025,locales,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHQ25_1379,2025,locales,1,1,1,1,1,1,1,0,,0,1,0,0,0,0,1
CHQ25_1380,2025,locales,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
CHQ25_1381,2025,locales,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
CHQ25_1382,2025,locales,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
CHQ25_1383,2025,locales,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
CHQ25_1384,2025,locales,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
